Player,Team,Position,GP,TOI,Goals,Total_Assists,Primary_Assist,Secondary_Assist,Total_Points,goals_per_60,assists_per_60,points_per_60,IPP,Shots,Shooting_Perc,ixG,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Perc
Ryan Pulock,NYI,D,12,212.6667,0,1,0,1,1,0.000,0.282,0.282,11.11,16,0.00,0.67,29,19,5,1,0,3,0,0,0,0,0,0,4,4,20,21,27,0,0,0.00
Nikita Zaitsev,OTT,D,16,244.4833,1,0,0,0,1,0.245,0.000,0.245,10.00,16,6.25,0.51,39,25,6,0,1,0,8,4,4,0,0,0,10,1,33,32,22,0,0,0.00
Patrik Nemeth,NYR,D,21,304.0667,0,1,0,1,1,0.000,0.197,0.197,10.00,16,0.00,0.66,33,26,7,0,4,0,6,3,3,0,0,0,5,3,24,31,33,0,0,0.00
Chad Ruhwedel,PIT,D,19,260.0667,0,1,1,0,1,0.000,0.231,0.231,10.00,23,0.00,0.90,50,36,12,1,0,4,2,1,1,0,0,4,4,5,26,23,14,0,0,0.00
Will Butcher,BUF,D,16,263.1667,0,1,1,0,1,0.000,0.228,0.228,10.00,11,0.00,0.71,28,18,11,4,4,1,0,0,0,0,0,1,4,0,7,16,14,0,0,0.00
Marco Scandella,STL,D,23,360.9500,0,1,1,0,1,0.000,0.166,0.166,9.09,31,0.00,1.46,48,36,17,5,0,4,6,3,3,0,0,0,15,6,32,27,23,0,0,0.00
Justin Schultz,WSH,D,21,317.0000,0,1,1,0,1,0.000,0.189,0.189,7.69,16,0.00,0.73,35,22,11,1,0,3,0,0,0,0,0,1,7,3,10,18,26,0,0,0.00
Mattias Ekholm,NSH,D,23,404.0333,0,1,0,1,1,0.000,0.149,0.149,7.69,32,0.00,1.82,80,53,27,4,0,4,6,3,3,0,0,0,11,5,10,18,16,0,0,0.00
Jacob Bryson,BUF,D,22,354.3167,0,1,1,0,1,0.000,0.169,0.169,7.69,9,0.00,0.22,24,11,9,1,1,0,8,4,4,0,0,2,6,4,15,30,22,0,0,0.00
Mikey Anderson,L.A,D,22,391.5167,0,1,0,1,1,0.000,0.153,0.153,5.56,21,0.00,1.13,53,30,24,5,5,0,2,1,1,0,0,3,12,3,35,55,25,0,0,0.00
Thomas Hickey,NYI,D,2,32.4833,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,6,2,0,0,0.00
Stefan Matteau,COL,C,1,3.6500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Paul LaDue,NYI,D,1,11.0500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.00
Madison Bowey,VAN,D,2,25.7500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.01,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0.00
Ross Johnston,NYI,L,1,5.8333,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.00
Dylan Sikura,COL,C,1,10.6167,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.00
Christian Wolanin,BUF,D,1,8.3000,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0.00
Dan Renouf,DET,D,1,13.0500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00
Kyle Criscuolo,DET,C,1,9.0333,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Markus Niemelainen,EDM,D,1,9.8167,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0.00
Riley Tufte,DAL,L,2,12.2500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.00
Kole Lind,SEA,R,2,15.3667,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1,2,0,0,0,0.00
Austin Strand,L.A,D,2,27.6000,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0.00
Pavel Dorofeyev,VGK,L,1,4.1167,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00
Walker Duehr,CGY,R,1,8.7833,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
Michael Stone,CGY,D,1,14.4500,0,0,0,0,0,0.000,0.000,0.000,0.00,3,0.00,0.07,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0.00
Greg Pateryn,ANA,D,2,25.5333,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.07,2,2,1,0,0,0,4,2,2,0,0,0,1,0,2,5,2,0,0,0.00
Mark Borowiecki,NSH,D,17,179.3833,0,0,0,0,0,0.000,0.000,0.000,0.00,12,0.00,0.31,25,18,3,1,0,0,11,4,3,1,0,2,2,1,38,14,13,0,0,0.00
Calvin de Haan,CHI,D,20,321.8167,0,0,0,0,0,0.000,0.000,0.000,0.00,19,0.00,0.72,53,34,10,0,1,2,2,1,1,0,0,2,11,4,28,25,37,0,0,0.00
John Moore,BOS,D,1,16.0667,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.00
Kevin Connauton,FLA,D,12,140.9000,0,0,0,0,0,0.000,0.000,0.000,0.00,13,0.00,0.61,28,15,10,2,0,2,2,1,1,0,0,1,2,2,25,33,7,0,0,0.00
Justin Holl,TOR,D,18,313.5500,0,0,0,0,0,0.000,0.000,0.000,0.00,9,0.00,0.45,25,18,5,1,0,0,6,3,3,0,0,1,10,4,35,41,25,0,0,0.00
Nick Seeler,PHI,D,19,229.9500,0,0,0,0,0,0.000,0.000,0.000,0.00,11,0.00,0.48,27,18,9,1,0,1,8,4,4,0,0,5,7,2,30,35,24,0,0,0.00
Jaycob Megna,S.J,D,6,85.9833,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.26,12,6,5,1,1,0,4,2,2,0,0,0,2,3,7,7,4,0,0,0.00
Kurtis MacDermid,COL,D,8,62.6000,0,0,0,0,0,0.000,0.000,0.000,0.00,7,0.00,0.30,11,8,4,1,0,2,0,0,0,0,0,1,2,0,9,4,3,0,0,0.00
Josh Brown,OTT,D,13,151.5500,0,0,0,0,0,0.000,0.000,0.000,0.00,9,0.00,0.24,15,12,2,1,0,1,7,2,1,1,0,1,7,0,37,15,11,0,0,0.00
Mason Geertsen,N.J,D,7,45.9500,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.17,6,4,4,1,1,0,4,2,2,0,0,3,1,2,16,2,1,0,0,0.00
Justin Bailey,VAN,R,10,78.2167,0,0,0,0,0,0.000,0.000,0.000,0.00,8,0.00,0.39,14,8,7,3,0,0,4,1,1,0,0,1,3,4,7,3,2,0,0,0.00
Joel Hanley,DAL,D,8,88.2500,0,0,0,0,0,0.000,0.000,0.000,0.00,3,0.00,0.10,8,5,1,0,0,0,0,0,0,0,0,0,4,0,7,10,8,0,0,0.00
William Lagesson,EDM,D,3,37.7000,0,0,0,0,0,0.000,0.000,0.000,0.00,6,0.00,0.18,9,7,1,1,0,1,4,2,2,0,0,0,0,0,3,14,2,0,0,0.00
Dean Kukan,CBJ,D,2,27.7500,0,0,0,0,0,0.000,0.000,0.000,0.00,3,0.00,0.37,5,4,2,2,1,0,0,0,0,0,0,1,1,1,3,4,1,0,0,0.00
Philippe Myers,NSH,D,8,120.3167,0,0,0,0,0,0.000,0.000,0.000,0.00,10,0.00,0.46,24,18,5,0,0,0,0,0,0,0,0,0,5,4,10,10,2,0,0,0.00
Maxime Lajoie,CAR,D,2,24.8167,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.39,14,9,5,1,0,1,0,0,0,0,0,0,1,0,2,4,3,0,0,0.00
Tyler Benson,EDM,L,10,67.6500,0,0,0,0,0,0.000,0.000,0.000,0.00,6,0.00,0.41,15,9,7,1,1,0,6,3,3,0,0,1,1,1,13,7,0,0,0,0.00
Dennis Cholowski,WSH,D,4,50.3333,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.14,5,4,1,0,0,0,2,1,1,0,0,0,1,0,2,2,5,0,0,0.00
Maxim Mamin,FLA,C,8,89.9000,0,0,0,0,0,0.000,0.000,0.000,0.00,7,0.00,1.37,18,14,13,7,0,3,0,0,0,0,0,1,4,4,16,14,2,0,0,0.00
Conor Timmins,ARI,D,6,93.2167,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.26,16,9,4,1,0,2,0,0,0,0,0,0,2,3,6,6,6,0,0,0.00
Jack Rathbone,VAN,D,9,115.2667,0,0,0,0,0,0.000,0.000,0.000,0.00,10,0.00,0.44,21,16,6,0,0,0,2,1,1,0,0,3,4,2,5,22,8,0,0,0.00
Pierre-Olivier Joseph,PIT,D,4,68.8667,0,0,0,0,0,0.000,0.000,0.000,0.00,7,0.00,0.28,13,9,2,1,0,1,2,1,1,0,0,1,1,5,6,5,4,0,0,0.00
Ian Mitchell,CHI,D,3,24.5000,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.05,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0.00
Fabian Zetterlund,N.J,L,3,19.3833,0,0,0,0,0,0.000,0.000,0.000,0.00,3,0.00,0.45,3,3,3,2,2,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0.00
Ben Jones,VGK,C,2,15.8833,0,0,0,0,0,0.000,0.000,0.000,0.00,1,0.00,0.05,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0.00
Grant Hutton,NYI,D,5,67.9000,0,0,0,0,0,0.000,0.000,0.000,0.00,7,0.00,0.27,11,8,3,1,0,0,0,0,0,0,0,0,2,1,3,4,6,0,0,0.00
Martin Kaut,COL,R,6,42.4167,0,0,0,0,0,0.000,0.000,0.000,0.00,1,0.00,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,4,3,0,0,0.00
Egor Sokolov,OTT,L,4,37.3833,0,0,0,0,0,0.000,0.000,0.000,0.00,3,0.00,0.34,5,4,3,2,0,1,4,2,2,0,0,0,0,1,3,5,2,0,0,0.00
Jon Lizotte,MIN,D,1,13.3167,0,0,0,0,0,0.000,0.000,0.000,0.00,1,0.00,0.03,1,1,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4,0,0,0.00
Thomas Harley,DAL,D,4,56.4333,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.28,12,8,4,3,1,1,0,0,0,0,0,0,2,1,4,3,5,0,0,0.00
Victor Soderstrom,ARI,D,9,132.9500,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.30,11,7,4,2,2,1,2,1,1,0,0,1,1,1,3,16,8,0,0,0.00
Isaak Phillips,CHI,D,3,30.0833,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.08,4,3,1,0,0,0,4,2,2,0,0,0,4,1,1,7,0,0,0,0.00
Leo Komarov,NYI,R,1,10.8333,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,0,1,0,100.00
Mark Jankowski,BUF,C,1,9.6500,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,100.00
Morgan Barron,NYR,C,2,14.7667,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,80.00
Sampo Ranta,COL,L,10,91.6333,0,0,0,0,0,0.000,0.000,0.000,0.00,8,0.00,0.64,18,12,8,3,2,0,2,1,1,0,0,2,1,4,7,18,6,2,1,66.67
Riley Nash,WPG,C,15,90.0000,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.36,9,8,5,2,0,0,4,2,2,0,0,1,4,4,9,8,2,14,8,63.64
Dakota Joshua,STL,C,9,70.0500,0,0,0,0,0,0.000,0.000,0.000,0.00,8,0.00,0.85,11,11,11,5,0,1,5,1,0,1,0,0,1,3,26,11,2,13,8,61.90
Jay Beagle,ARI,C,19,218.6333,0,0,0,0,0,0.000,0.000,0.000,0.00,9,0.00,1.07,17,10,11,7,1,3,8,4,4,0,0,0,2,4,31,14,6,117,77,60.31
Dylan Gambrell,OTT,C,10,97.8667,0,0,0,0,0,0.000,0.000,0.000,0.00,7,0.00,0.44,14,12,7,1,0,1,4,2,2,0,0,3,4,2,19,9,7,35,34,50.72
Max McCormick,SEA,L,5,39.6667,0,0,0,0,0,0.000,0.000,0.000,0.00,6,0.00,0.44,9,8,6,3,0,1,4,2,2,0,0,0,0,1,6,5,3,1,1,50.00
Kirill Semyonov,TOR,C,3,27.1500,0,0,0,0,0,0.000,0.000,0.000,0.00,1,0.00,0.09,4,3,3,0,2,0,0,0,0,0,0,0,1,0,3,2,0,1,1,50.00
Colton Sceviour,EDM,C,12,89.3000,0,0,0,0,0,0.000,0.000,0.000,0.00,12,0.00,1.13,18,17,10,6,1,2,7,2,1,1,0,1,3,3,20,6,10,12,14,46.15
Alex Belzile,MTL,R,8,60.8000,0,0,0,0,0,0.000,0.000,0.000,0.00,9,0.00,0.68,14,10,6,2,0,1,2,1,1,0,0,2,2,0,6,5,3,6,9,40.00
Shane Pinto,OTT,C,5,52.2833,0,0,0,0,0,0.000,0.000,0.000,0.00,5,0.00,0.87,13,10,10,8,0,0,2,1,1,0,0,0,5,2,0,7,1,13,25,34.21
Peyton Krebs,VGK,C,9,113.9667,0,0,0,0,0,0.000,0.000,0.000,0.00,10,0.00,1.07,17,13,14,7,4,0,2,1,1,0,0,2,4,2,5,17,3,2,5,28.57
Cedric Paquette,MTL,C,11,75.1833,0,0,0,0,0,0.000,0.000,0.000,0.00,8,0.00,0.35,12,9,5,1,0,0,8,4,4,0,0,0,0,0,27,6,3,10,26,27.78
Zac Dalpe,FLA,C,1,6.1333,0,0,0,0,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,25.00
Rocco Grimaldi,NSH,R,5,47.0500,0,0,0,0,0,0.000,0.000,0.000,0.00,6,0.00,0.69,8,7,4,3,2,1,0,0,0,0,0,2,2,3,4,3,0,0,1,0.00
Brett Ritchie,CGY,R,9,81.1667,0,0,0,0,0,0.000,0.000,0.000,0.00,18,0.00,1.04,29,22,16,8,2,2,4,2,2,0,0,2,1,0,12,4,2,0,1,0.00
Ben McCartney,ARI,L,2,26.6833,0,0,0,0,0,0.000,0.000,0.000,0.00,2,0.00,0.18,4,3,2,1,0,0,2,1,1,0,0,0,0,0,7,3,0,0,1,0.00
